path	top_level	audit_unit	status	evidence_refs	cross_refs	notes
internal/api/v1/oracle_sep40.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/oracle_sep40_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/oracle_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/pairs.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/pairs_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/price.go	internal	internal/api/v1	done	EV-0017,EV-0021	XREF-0013,XREF-0015	Current `/v1/price` flags and source propagation reviewed against triangulation and closed-bucket ordering expectations.
internal/api/v1/price_batch_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/price_stream.go	internal	internal/api/v1	done	EV-0021	XREF-0015	Closed-bucket stream contract reviewed against byte-identical payload requirement.
internal/api/v1/price_stream_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/price_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/price_tip.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/price_tip_stream.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/price_tip_stream_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/price_tip_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/scaled_decimal_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/server.go	internal	internal/api/v1	done	EV-0004,EV-0005	XREF-0002	Route registration reviewed against stale binary header and auth docs.
internal/api/v1/server_test.go	internal	internal/api/v1	done	EV-0018		Request-ID and handler-stack verification covered by targeted package tests.
internal/api/v1/sources.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/sources_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/test_helpers_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/twap.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/twap_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/vwap.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/vwap_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/archivecompleteness/cross_anchor.go	internal	internal/archivecompleteness/cross_anchor.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/archivecompleteness/cross_anchor_fill.go	internal	internal/archivecompleteness/cross_anchor_fill.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/archivecompleteness/cross_anchor_fill_test.go	internal	internal/archivecompleteness/cross_anchor_fill_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/archivecompleteness/cross_anchor_test.go	internal	internal/archivecompleteness/cross_anchor_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/archivecompleteness/doc.go	internal	internal/archivecompleteness/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/archivecompleteness/metrics.go	internal	internal/archivecompleteness/metrics.go	done	EV-0025	XREF-0018	Metrics layer still documents/emits `cross-anchor` as the only archive by default, not the full dual-archive contract.
internal/archivecompleteness/metrics_test.go	internal	internal/archivecompleteness/metrics_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/archivecompleteness/report.go	internal	internal/archivecompleteness/report.go	done	EV-0025	XREF-0018	Report schema keeps `Primary` optional and currently nil in the live archive-completeness path.
internal/auth/apikey.go	internal	internal/auth/apikey.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/apikey_redis.go	internal	internal/auth/apikey_redis.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/apikey_redis_test.go	internal	internal/auth/apikey_redis_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/auth/doc.go	internal	internal/auth/doc.go	done	EV-0004	XREF-0002	Package docs still claim SEP-10 scaffolding / Phase-5 implementation pending.
internal/auth/errors.go	internal	internal/auth/errors.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/sep10.go	internal	internal/auth/sep10.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/sep10/doc.go	internal	internal/auth/sep10	done	EV-0004	XREF-0002	Concrete SEP-10 validator package reviewed.
internal/auth/sep10/jwt.go	internal	internal/auth/sep10	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/sep10/validator.go	internal	internal/auth/sep10	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/sep10/validator_test.go	internal	internal/auth/sep10	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/auth/store.go	internal	internal/auth/store.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/store_redis_test.go	internal	internal/auth/store_redis_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/auth/subject.go	internal	internal/auth/subject.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/auth/subject_test.go	internal	internal/auth/subject_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/auth/validators_test.go	internal	internal/auth/validators_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/cachekeys/doc.go	internal	internal/cachekeys/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/cachekeys/keys.go	internal	internal/cachekeys/keys.go	done	EV-0017	XREF-0013	Cache-key namespace reviewed; no separate triangulation provenance key family exists.
internal/cachekeys/keys_test.go	internal	internal/cachekeys/keys_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/amount.go	internal	internal/canonical/amount.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/amount_edge_test.go	internal	internal/canonical/amount_edge_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/amount_test.go	internal	internal/canonical/amount_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/asset.go	internal	internal/canonical/asset.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/asset_crypto.go	internal	internal/canonical/asset_crypto.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/asset_crypto_test.go	internal	internal/canonical/asset_crypto_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/asset_fiat.go	internal	internal/canonical/asset_fiat.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/asset_test.go	internal	internal/canonical/asset_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/discovery/doc.go	internal	internal/canonical/discovery	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/discovery/recorder.go	internal	internal/canonical/discovery	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/discovery/sink.go	internal	internal/canonical/discovery	done	EV-0030	XREF-0023	Discovery sink reviewed; it is intentionally lossy under backpressure and only exposes a local drop counter.
internal/canonical/discovery/sink_test.go	internal	internal/canonical/discovery	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/discovery/sniffer.go	internal	internal/canonical/discovery	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/discovery/sniffer_test.go	internal	internal/canonical/discovery	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/doc.go	internal	internal/canonical/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/errors.go	internal	internal/canonical/errors.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/oracle.go	internal	internal/canonical/oracle.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/oracle_test.go	internal	internal/canonical/oracle_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/pair.go	internal	internal/canonical/pair.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/pair_test.go	internal	internal/canonical/pair_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/pair_validate_test.go	internal	internal/canonical/pair_validate_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/strkey.go	internal	internal/canonical/strkey.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/canonical/strkey_test.go	internal	internal/canonical/strkey_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/canonical/trade.go	internal	internal/canonical/trade.go	done	EV-0013	XREF-0009	Canonical trade identity and off-chain uniqueness contract reviewed.
internal/canonical/trade_test.go	internal	internal/canonical/trade_test.go	done	EV-0013	XREF-0009	Tests document off-chain uniqueness assumptions but not storage mismatch.
internal/config/aggregator_direct_test.go	internal	internal/config/aggregator_direct_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/config/config.go	internal	internal/config/config.go	done	EV-0003	XREF-0002	Source doc tags feeding config reference are stale about auth implementation status.
internal/config/doc.go	internal	internal/config/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/config/load.go	internal	internal/config/load.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/config/load_test.go	internal	internal/config/load_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/config/metadata_test.go	internal	internal/config/metadata_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/config/passphrase_test.go	internal	internal/config/passphrase_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/config/schema.go	internal	internal/config/schema.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/config/schema_test.go	internal	internal/config/schema_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/config/validate.go	internal	internal/config/validate.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/config/validate_test.go	internal	internal/config/validate_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/consumer/doc.go	internal	internal/consumer/doc.go	done	EV-0007	XREF-0003	Explicitly marks `Source` / `Orchestrator` as legacy after dispatcher cutover.
internal/consumer/orchestrator.go	internal	internal/consumer/orchestrator.go	done	EV-0007,EV-0031,EV-0032	XREF-0003,XREF-0024,XREF-0025	Legacy orchestrator reviewed for current runtime role; it remains the only writer for several source-health metrics and uses the correct one-label cursor gauge call the live indexer no longer matches.
internal/consumer/orchestrator_test.go	internal	internal/consumer/orchestrator_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/consumer/source.go	internal	internal/consumer/source.go	done	EV-0007	XREF-0003	Legacy `Source` interface reviewed against current ingest binding rules.
internal/dispatcher/contract_call_test.go	internal	internal/dispatcher/contract_call_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/dispatcher/contract_event_conv_test.go	internal	internal/dispatcher/contract_event_conv_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/dispatcher/dispatcher.go	internal	internal/dispatcher/dispatcher.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/dispatcher/dispatcher_test.go	internal	internal/dispatcher/dispatcher_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/dispatcher/extract_invoke_reject_test.go	internal	internal/dispatcher/extract_invoke_reject_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/dispatcher/helpers_test.go	internal	internal/dispatcher/helpers_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/dispatcher/routing_test.go	internal	internal/dispatcher/routing_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/dispatcher/testutil_test.go	internal	internal/dispatcher/testutil_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/divergence/coingecko.go	internal	internal/divergence/coingecko.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/divergence/compare.go	internal	internal/divergence/compare.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/divergence/divergence_test.go	internal	internal/divergence/divergence_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/divergence/doc.go	internal	internal/divergence/doc.go	done	EV-0018		Reviewed alongside divergence worker/API integration; targeted package tests passed.
internal/divergence/reference.go	internal	internal/divergence/reference.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/divergence/worker.go	internal	internal/divergence/worker.go	done	EV-0018		Reviewed for cached warning semantics and current runtime integration; targeted package tests passed.
internal/divergence/worker_test.go	internal	internal/divergence/worker_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/events/event.go	internal	internal/events/event.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/hashdb/hashdb.go	internal	internal/hashdb/hashdb.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/hashdb/hashdb_test.go	internal	internal/hashdb/hashdb_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/ledgerstream/ledgerstream.go	internal	internal/ledgerstream/ledgerstream.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/ledgerstream/ledgerstream_buffered_test.go	internal	internal/ledgerstream/ledgerstream_buffered_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/ledgerstream/ledgerstream_test.go	internal	internal/ledgerstream/ledgerstream_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/ledgerstream/seamed.go	internal	internal/ledgerstream/seamed.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/ledgerstream/seamed_test.go	internal	internal/ledgerstream/seamed_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/metadata/cache.go	internal	internal/metadata/cache.go	done	EV-0019		SEP-1 cache reviewed; lowercase keying and singleflight miss coalescing noted.
internal/metadata/cache_test.go	internal	internal/metadata/cache_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/metadata/doc.go	internal	internal/metadata/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/metadata/domain_validator_test.go	internal	internal/metadata/domain_validator_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/metadata/helpers_test.go	internal	internal/metadata/helpers_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/metadata/sep1.go	internal	internal/metadata/sep1.go	done	EV-0019		SEP-1 resolver reviewed; SSRF, redirect, and body-size controls noted.
internal/metadata/sep1_test.go	internal	internal/metadata/sep1_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/metadata/ssrf_internal_test.go	internal	internal/metadata/ssrf_internal_test.go	done	EV-0019		Private/reserved-range SSRF test grid reviewed.
internal/obs/doc.go	internal	internal/obs/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/obs/http_middleware.go	internal	internal/obs/http_middleware.go	done	EV-0020	XREF-0014	HTTP metrics middleware reviewed; no Server-Timing or correlation-header implementation present.
internal/obs/metrics.go	internal	internal/obs/metrics.go	done	EV-0029,EV-0030,EV-0031,EV-0032	XREF-0022,XREF-0023,XREF-0024,XREF-0025	Metrics registry reviewed against live emission sites; decode/orphan counters are registered but unwired, no discovery-drop metric exists, and multiple source-health contracts still point at legacy-only writers.
internal/obs/metrics_test.go	internal	internal/obs/metrics_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/obs/middleware_unit_test.go	internal	internal/obs/middleware_unit_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/pipeline/datastore.go	internal	internal/pipeline/datastore.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/pipeline/dispatcher.go	internal	internal/pipeline/dispatcher.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/pipeline/processor.go	internal	internal/pipeline/processor.go	done	EV-0028	XREF-0021	Shared ledger-processing helper reviewed; dispatcher failure is absorbed and surfaced as success to cursor-managing callers.
internal/pipeline/sink.go	internal	internal/pipeline/sink.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/ratelimit/bucket.go	internal	internal/ratelimit/bucket.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/ratelimit/bucket_edges_test.go	internal	internal/ratelimit/bucket_edges_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/ratelimit/bucket_test.go	internal	internal/ratelimit/bucket_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/ratelimit/doc.go	internal	internal/ratelimit/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/scval/must_encoders_test.go	internal	internal/scval/must_encoders_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/scval/scval.go	internal	internal/scval/scval.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/scval/scval_test.go	internal	internal/scval/scval_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/aquarius/README.md	internal	internal/sources/aquarius	done	EV-0033,EV-0039	XREF-0026	Aquarius decoder package covered by source pass; package docs drift logged separately.
internal/sources/aquarius/adapter_test.go	internal	internal/sources/aquarius	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/aquarius/consumer.go	internal	internal/sources/aquarius	done	EV-0033,EV-0039	XREF-0026	Aquarius decoder package covered by source pass; package docs drift logged separately.
internal/sources/aquarius/decode.go	internal	internal/sources/aquarius	done	EV-0033,EV-0039	XREF-0026	Aquarius decoder package covered by source pass; package docs drift logged separately.
internal/sources/aquarius/decode_test.go	internal	internal/sources/aquarius	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/aquarius/dispatcher_adapter.go	internal	internal/sources/aquarius	done	EV-0033,EV-0039	XREF-0026	Aquarius decoder package covered by source pass; package docs drift logged separately.
internal/sources/aquarius/events.go	internal	internal/sources/aquarius	done	EV-0033,EV-0039	XREF-0026	Aquarius decoder package covered by source pass; package docs drift logged separately.
internal/sources/aquarius/real_fixture_test.go	internal	internal/sources/aquarius	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/aquarius/source_test.go	internal	internal/sources/aquarius	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/aquarius/topic_decoder_reject_test.go	internal	internal/sources/aquarius	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/band/README.md	internal	internal/sources/band	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/band/adapter_test.go	internal	internal/sources/band	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/band/consumer.go	internal	internal/sources/band	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/band/decode.go	internal	internal/sources/band	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/band/decode_relay_rejects_test.go	internal	internal/sources/band	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/band/decode_test.go	internal	internal/sources/band	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/band/dispatcher_adapter.go	internal	internal/sources/band	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/band/events.go	internal	internal/sources/band	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/band/helpers_test.go	internal	internal/sources/band	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/comet/README.md	internal	internal/sources/comet	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/comet/adapter_test.go	internal	internal/sources/comet	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/comet/consumer.go	internal	internal/sources/comet	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/comet/decode.go	internal	internal/sources/comet	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/comet/decode_body_reject_test.go	internal	internal/sources/comet	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/comet/decode_test.go	internal	internal/sources/comet	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/comet/dispatcher_adapter.go	internal	internal/sources/comet	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/comet/events.go	internal	internal/sources/comet	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/external/README.md	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/binance/adapter_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/binance/backfill.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/binance/backfill_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/binance/events.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/binance/jitter_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/binance/pairs.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/binance/parse.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/binance/parse_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/binance/restbase_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/binance/start_errors_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/binance/streamer.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/binance/streamer_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/adapter_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/backfill.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/bitstamp/backfill_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/candle_to_trade_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/decimal_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/events.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/bitstamp/helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/pairs.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/bitstamp/parse.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/bitstamp/parse_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/restbase_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/start_errors_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/bitstamp/streamer.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/bitstamp/streamer_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/adapter_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/backfill.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coinbase/backfill_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/candle_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/candle_to_trade_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/decimal_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/events.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coinbase/pairs.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coinbase/parse.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coinbase/parse_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/restbase_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/start_errors_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinbase/streamer.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coinbase/streamer_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coingecko/decimal_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coingecko/identity_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coingecko/poller.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coingecko/poller_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinmarketcap/decimal_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinmarketcap/identity_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/coinmarketcap/poller.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/coinmarketcap/poller_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/cryptocompare/decimal_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/cryptocompare/identity_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/cryptocompare/poller.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/cryptocompare/poller_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/ecb/decimal_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
